secID,股票名称,题材,题材汇总,涨停原因,题材（G）,tradeDate
600525.XSHG,长园集团,新能源汽车,"新能源汽车,锂电池 充电桩 智能电网",新能源汽车 公司参股公司中锂新材主要产更多...,虚拟电厂 智能电网 特高压 新能源汽车 参股新三板 锂电池概念 粤港澳大湾区 标普道琼斯A股 宁德时代概念 储能 光伏概念 比亚迪概念 充电桩 工业4.0 智能制造 华为概念 MR(混合现实) 新型工业化 芯片概念 PCB概念 医疗器械概念,2024-08-19
603826.XSHG,坤彩科技,其他,"固态电池 新能源汽车,其他",其他 1、公司为亚洲第一大、世界更多...,钛白粉概念 专精特新 福建自贸区,2024-08-19
300027.XSHE,华谊兄弟,游戏,"游戏,传媒 影视",游戏 公司参股公司英雄互娱此前参更多...,网络游戏 网红经济 文化传媒概念 手机游戏 阿里巴巴概念 虚拟现实 电子竞技 元宇宙 网络直播 虚拟数字人 短剧游戏 抖音概念 特色小镇 旅游概念 数字经济 VR设备 影视娱乐 魔兽概念 IP概念 网络视频 TMT 动漫,2024-08-19
300011.XSHE,鼎汉技术,高铁轨交,高铁轨交,高铁轨交 公司业务布局涵盖轨道交通车更多...,高铁 高端装备 人工智能 一带一路 储能 空气能热泵 汽车热管理 国企改革 语音技术 高压快充 机器人概念 动力电池回收 轨道交通 新基建 地方国企改革 磁悬浮 反恐 参股民营银行 铁路基建 广东国企改革,2024-08-19
300875.XSHE,捷强装备,核污染防治,"机器人,核污染防治,军工 核污染防治 核电,军工 核污染防治 低空经济",核污染防治 1、军用核生化安全装备及核更多...,军工 无人机 核污染防治 核电 高端装备 专精特新 机器人概念 低空经济 京津冀一体化 食品安全 体外诊断,2024-08-19
300511.XSHE,雪榕生物,大农业,"大农业,人造肉",大农业 食用菌行业龙头企业；公司主更多...,人造肉 NMN概念 农业种植 乡村振兴 生物医药 一带一路 电子商务 细胞免疫治疗 海底捞概念 保健品,2024-08-19
300691.XSHE,联合光电,VR&AR,VR&AR,AI眼镜+专业镜头+车联网+光刻机 AI眼镜+专业镜头+车联网更多...,汽车电子 智能座舱 消费电子概念 安防 智慧城市 无人机 华为概念 虚拟现实 智能制造 元宇宙 新能源汽车 无人驾驶 机器人概念 机器视觉 人工智能 毫米波雷达 比亚迪概念 光刻机 车联网(车路协同) 屏下指纹技术,2024-08-18
603215.XSHG,比依股份,其他,"家电 一季报增长,家电 消费 公告 发布股权激励,家电 消费,其他",AR+小家电+网红经济 AR+小家电+网红经济1、更多...,家用电器 新零售 电子商务 人民币贬值受益 人工智能 共同富裕示范区 外贸受益概念,2024-08-18
605118.XSHG,力鼎光电,VR&AR,"消费电子 MR VR&AR,消费电子 MR头显 机器视觉 人工智能,无人驾驶 无人机 光学镜头 虚拟现实 车载镜头 外销,消费电子 MR头显 智慧安防,消费电子 VR&AR,VRAR,无人驾驶 VR&AR,消费电子 MR头显 人工智能 VR,VR&AR",光学镜头+光学成像解决方案+虚拟现实+车载镜头+外销 光学镜头+光学成像解决方案更多...,虚拟现实 安防 智能座舱 富士康概念 消费电子概念 专精特新 机器视觉 人工智能 福建自贸区 无人机 人民币贬值受益 外贸受益概念 国产替代,2024-08-18
300371.XSHE,汇中股份,华为海思,华为海思,西藏拉洛水利枢纽+超声测流+华为 西藏拉洛水利枢纽+超声测流更多...,雄安新区 物联网 华为概念 专精特新 传感器 水利 物联网应用层,2024-08-18
301568.XSHE,思泰克创,VR&AR,"人工智能,VR&AR",AI眼镜+机器视觉检测设备+多模态AI+次新股 AI眼镜+机器视觉检测设备更多...,富士康概念 消费电子概念 机器视觉 注册制次新股 新股与次新股 比亚迪概念 人工智能 PCB概念 高端装备 新型工业化 汽车电子 专精特新 芯片概念 5G 锂电池概念 福建自贸区 海峡两岸 多模态AI 智能制造,2024-08-18
300642.XSHE,透景生命,猴痘概念,猴痘概念,猴痘检测+体外诊断 猴痘检测+体外诊断行业原因更多...,基因测序 辅助生殖 医疗器械概念 上海自贸区 猴痘概念 专精特新 分子诊断 体外诊断 抗癌,2024-08-18
300504.XSHE,天邑股份,VR&AR 华为海思,VR&AR 华为海思,华为海思+华为鸿蒙+虚拟现实+通信设备 华为海思+华为鸿蒙+虚拟现更多...,虚拟现实 华为概念 华为海思概念股 5G 物联网 边缘计算 超清视频 WiFi 6 F5G概念 星闪概念 鸿蒙概念 VR设备 物联网传输层,2024-08-18
300460.XSHE,惠伦晶体,半年报扭亏+华为海思+压电石英晶体元器件+AI,"半年报扭亏+华为海思+压电石英晶体元器件+AI,华为鸿蒙 芯片 新材料 5G 消费电子,其他",半年报扭亏+华为海思+压电石英晶体元器件+AI 半年报扭亏+华为海思+压电更多...,华为海思概念股 芯片概念 汽车电子 安防 华为概念 小米概念 专精特新 苹果概念 比亚迪概念 卫星导航 元宇宙 2024中报预增 国产软件 联想概念 元器件,2024-08-18
300630.XSHE,普利制药,猴痘+合成生物+减肥药,"猴痘+合成生物+减肥药,医药 医药生物 减肥药",猴痘+合成生物+减肥药 猴痘+合成生物+减肥药行业更多...,海南自贸区 减肥药 CRO概念 仿制药一致性评价 猴痘概念 生物医药 核污染防治 流感 创新药 NMN概念 合成生物 高血压药,2024-08-18
301060.XSHE,兰卫医学,猴痘检测+新冠检测+体外诊断+基因测序,"医药医疗,猴痘检测+新冠检测+体外诊断+基因测序,新冠检测+体外诊断+基因测序",猴痘检测+新冠检测+体外诊断+基因测序 猴痘检测+新冠检测+体外诊更多...,辅助生殖 猴痘概念 幽门螺杆菌概念 专精特新 基因测序 人工智能 智能医疗 体外诊断,2024-08-18
002356.XSHE,赫美集团,低价股,"消费 零售,跨境电商 珠宝饰品 互联网金融 公告 拟设子公司,低价股,消费 零售 金融,消费 零售 摘帽,纺织服装 零售 跨境电商,纺织服装 新零售 跨境电商,电商 铝离子电池,珠宝饰品 消费,低价股 互联网金融",低价股 公司主要业务为国际品牌服装更多...,电子商务 天然气 互联网金融 移动支付 氢能源 铝离子电池,2024-08-15
300211.XSHE,亿通科技,VR&AR,"芯片 5G 物联网 脑科学,可穿戴设备芯片+有线电视网络传输设备,VR&AR",VR&AR 公司黄山3号芯片主要应用于更多...,人工智能 传感器 血氧仪 芯片概念 智能穿戴 芯片设计,2024-08-15
300323.XSHE,华灿光电,VR&AR,VR&AR,VR&AR 公司Micro LED产品更多...,MicroLED概念 MiniLED 芯片概念 节能照明 第三代半导体 虚拟现实 华为概念 汽车电子 国企改革 消费电子概念 地方国企改革 VR设备 氮化镓 芯片制造 蓝宝石 北京国企改革,2024-08-15
000532.XSHE,华金资本,业绩增长,"创投,业绩增长 独角兽,业绩增长 金融,大金融 创投,业绩增长",业绩增长 珠海国企，实控人珠海国资委更多...,独角兽概念 横琴新区 石墨烯 参股新三板 创投 参股券商 锂电池概念 污水处理 粤港澳大湾区 国企改革 地方国企改革 澳交所概念 IPV6 珠海国企改革 元器件 广东国企改革,2024-08-15
300299.XSHE,富春股份,游戏,"游戏,5G 游戏 人工智能",游戏 公司主要从事移动游戏的研发更多...,AIGC概念 数字经济 抖音概念 网络游戏 手机游戏 大数据 文化传媒概念 智慧城市 虚拟现实 福建自贸区 郭台铭概念 智慧党建 影视娱乐 数字中国 IP概念,2024-08-15
300183.XSHE,东软载波,国产芯片,国产芯片,国产芯片 公司是华为mcu的供货商，更多...,边缘计算 物联网 国产操作系统 智能家居 芯片概念 智能电网 苹果概念 集成电路概念 知识产权保护 小米概念 MCU芯片 电力物联网 华为概念 股权转让 国企改革 地方国企改革 能源互联网 物联网传输层 物联网感知层 广东国企改革,2024-08-15
300410.XSHE,正业科技,光伏 铜缆高速连接器,"芯片,OBB技术 光伏 先进塑封,光伏 铜缆高速连接器",光伏 1、公司电磁屏蔽膜主要用于更多...,HJT电池 智能制造 食品安全 苹果概念 工业4.0 锂电池概念 宁德时代概念 高端装备 OLED 新材料概念 5G 华为概念 光伏概念 新能源汽车 比亚迪概念 芯片概念 先进封装 国企改革 储能 粤港澳大湾区 PCB概念 BC电池 机器人概念 专精特新 工业互联网 蔚来汽车概念 覆铜板概念 激光 地方国企改革 芯片设备 锂电设备,2024-08-15
300148.XSHE,天舟文化,游戏,游戏,游戏 公司先后收购手游开发商神奇更多...,云游戏 网络游戏 手机游戏 文化传媒概念 创投 区块链 职业教育 虚拟数字人 虚拟现实 平面媒体 动漫,2024-08-15
002729.XSHE,好利科技,电力熔断器+充电桩+半年报预增+不再持有合肥曲速股权,"芯片 视觉芯片 公告 拟购买股权,芯片 风电 储能,芯片 算力 智能驾驶,芯片 半导体芯片 公告 拟购买股权,光伏,芯片,芯片 风电 无人驾驶,无人驾驶,国产芯片,电力熔断器+充电桩+半年报预增+不再持有合肥曲速股权",电力熔断器+充电桩+半年报预增+不再持有合肥曲速股权 电力熔断器+充电桩+半年报更多...,比亚迪概念 数据中心 福建自贸区 光伏概念 充电桩 风电 储能 2024中报预增 汽车电子,2024-08-15
600640.XSHG,国脉文化,Sora AI视频,"游戏 传媒 AIGC Sora AI视频,游戏 传媒 动漫 AIGC,游戏 人工智能 5G,游戏 传媒,游戏 传媒 AIGC Sora AI视频 人工智能,游戏 传媒 AIGC Sora概念 人工智能,Sora概念 人工智能,Sora AI视频",Sora AI视频 公司已内部开发基于大模型的更多...,Sora概念(文生视频) AIGC概念 多模态AI 旅游概念 电子商务 文化传媒概念 手机游戏 阿里巴巴概念 云游戏 华为概念 虚拟现实 元宇宙 NFT概念 虚拟数字人 数字经济 数字孪生 在线教育 国企改革 空间计算 短剧游戏 抖音概念 人工智能 央企国企改革 电信业整合 富媒体 数字阅读 王者荣耀 网络视频 IP概念,2024-08-15
300269.XSHE,联建光电,,"LED 智慧安防 体育产业 超高清视频,LED MLED 业绩增长,VR&AR,VRAR",NA NA(同花顺)更多...,元宇宙 MR(混合现实) MicroLED概念 节能照明 体育产业 分拆上市意愿 MiniLED 华为概念 超清视频 裸眼3D 广告营销,2024-08-15
603458.XSHG,勘设股份,无人驾驶 大基建,"基建,基建 智能交通 ETC,智能交通+ETC门架+工程咨询,无人驾驶,无人驾驶 公告,无人驾驶 大基建",无人驾驶 1、中西部设计咨询龙头，自更多...,新型城镇化 水利 智能交通 ETC 充电桩 一带一路 换电概念 无人驾驶,2024-08-14
300599.XSHE,雄塑科技,大基建,大基建,大基建 公司主营塑料管道的研发、生更多...,地下管网 水利 石墨烯,2024-08-14
001317.XSHE,三羊马,其他,"物流,物流 一带一路,其他",其他 公司是一家主要通过公铁联运更多...,智能物流 统一大市场 新疆振兴 一带一路,2024-08-14
002037.XSHE,保利联合,大基建,"化工 民爆,西藏,大基建,石油化工,半年报预增,民爆,军工 民爆",大基建 保利集团旗下民爆龙头(选股更多...,化学制品（行业） 民爆概念 水利 汽车拆解概念 一带一路 芯片概念 节能环保 国企改革 智能制造 西部开发,2024-08-14
001314.XSHE,亿道信息,AR眼镜+Rokid合作+AIPC+MR,"MR头显 VR&AR 空间计算,MR头显 VR 英伟达概念,其他,MR头显 VR 消费电子 空间计算 人工智能 英伟达,MR头显 消费电子 芯片 先进封装,AR眼镜+Rokid合作+AIPC+MR,AIPC MR 空间计算,MR头显 消费电子 人工智能 芯片,MR头显 VR&AR 笔记本电脑,AIPC MR头显 空间计算,MR头显 VR 消费电子 空间计算,笔记本电脑 MR 空人工智能,MR头显 VR&AR 笔记本电脑 人工智能,人工智能 MR VR&AR 英伟达概念,VR&AR,人工智能 MR VR&AR",AR眼镜+Rokid合作+AIPC+MR AR眼镜+Rokid合作+更多...,AI PC MR(混合现实) 消费电子概念 虚拟现实 人工智能 人民币贬值受益 专精特新 工业4.0 智能音箱 边缘计算 机器人概念 空间计算 智能家居 数字货币 智能穿戴 元宇宙 AIGC概念 鸿蒙概念,2024-08-14
301101.XSHE,明月镜片,AI眼镜+镜片,"一季报增长,AI眼镜+镜片",AI眼镜+镜片 AI眼镜+镜片行业原因：近更多...,电子商务 智能眼镜,2024-08-14
301151.XSHE,冠龙节能,大基建,"水利 水务 基建,水利 水务 基建 龙字辈,大基建",大基建 公司主要从事节水阀门的研产更多...,地下管网 水利 新型城镇化 雄安新区 节能环保 乡村振兴 超超临界发电 抽水蓄能 污水处理 专精特新 碳中和,2024-08-14
301016.XSHE,雷尔伟创,无人驾驶,"高铁轨交,无人驾驶,高铁轨交 无人驾驶",无人驾驶 1、公司主要从事各类型轨道更多...,高铁 无人驾驶 储能 高端装备 一带一路 轨道交通 磁悬浮,2024-08-14
300564.XSHE,筑博设计,西藏,"西藏,装配式建筑 基建",建筑设计+西藏股东+终止并重新审议出售地产 建筑设计+西藏股东+终止并更多...,新型城镇化 装配式建筑 水利 粤港澳大湾区 光伏建筑一体化 高股息精选 海绵城市,2024-08-13
603966.XSHG,法兰泰克,大基建,"机械,大基建",起重机+机器人+出海 起重机+机器人+出海1、公更多...,长三角一体化 一带一路 核电 机器人概念 换电概念 专精特新 新型工业化 智能制造 高股息精选 机械装备,2024-08-13
